iso3_code,country,year,value
AUT,Austria,2013,1.81154978929864
CAN,Canada,2013,1.58833676315993
CHE,Switzerland,2013,1.701608445383
COL,Colombia,2013,0.0262846450513866
CZE,Czechia,2013,0.5034169424972
DEU,Germany,2013,2.05042643454093
FIN,Finland,2013,1.1594695090376
HUN,Hungary,2013,0.95588353217658
MMR,Myanmar,2013,0.0199218521521258
SVK,Slovakia,2013,0.0758682312972007
SVN,Slovenia,2013,1.57094536546571
AUS,Australia,2014,9.70335033323931
AUT,Austria,2014,1.72312534731745
CAN,Canada,2014,1.66338068829165
CHE,Switzerland,2014,1.70421980878901
COL,Colombia,2014,0.0260570124827421
CZE,Czechia,2014,0.502875626575778
DEU,Germany,2014,2.05385994736533
FIN,Finland,2014,1.11678292066653
HUN,Hungary,2014,0.532185005815186
MMR,Myanmar,2014,0.0079045319092317
SVK,Slovakia,2014,0.0
SVN,Slovenia,2014,0.882269039120789
ATG,Antigua and Barbuda,2015,4.71220224772047
AUS,Australia,2015,10.0063165924574
AUT,Austria,2015,1.72289784336852
BOL,Bolivia (Plurinational State of),2015,0.396329520253024
CAN,Canada,2015,1.66501655303956
CHE,Switzerland,2015,1.82996747415811
COL,Colombia,2015,0.0559824504491795
CZE,Czechia,2015,0.405676613535265
DEU,Germany,2015,1.95535614993047
FIN,Finland,2015,1.00117081364596
LTU,Lithuania,2015,0.373640555543724
MMR,Myanmar,2015,0.0156865273397152
NZL,New Zealand,2015,2.11283228689445
ROU,Romania,2015,0.20823280677677
SVK,Slovakia,2015,0.378393074347239
SVN,Slovenia,2015,0.489541197094671
VEN,Venezuela (Bolivarian Republic of),2015,0.987149193089442
ATG,Antigua and Barbuda,2016,9.36318629229527
AUS,Australia,2016,10.3362259167696
AUT,Austria,2016,1.74699057580111
BOL,Bolivia (Plurinational State of),2016,0.319576511410479
CAN,Canada,2016,1.70801253914115
CHE,Switzerland,2016,1.73567522527317
COL,Colombia,2016,0.042646274696511
CZE,Czechia,2016,0.366586065967163
DEU,Germany,2016,1.85594216120302
ESP,Spain,2016,0.617730666775654
FIN,Finland,2016,1.03434238358292
FRA,France,2016,4.74270326848443
GUY,Guyana,2016,12.3131941228589
HRV,Croatia,2016,0.552174185856811
HUN,Hungary,2016,0.598276664069149
LTU,Lithuania,2016,0.227078420397092
LVA,Latvia,2016,0.0
MNG,Mongolia,2016,0.0
NZL,New Zealand,2016,2.83459494282493
ROU,Romania,2016,0.345039603488852
SVK,Slovakia,2016,0.642125632257672
SVN,Slovenia,2016,0.879942588634662
VEN,Venezuela (Bolivarian Republic of),2016,0.0850758809779263
ATG,Antigua and Barbuda,2017,9.30892842597656
AUS,Australia,2017,9.87695731528654
AUT,Austria,2017,1.87235940979071
BHS,Bahamas,2017,1.59588898996186
BOL,Bolivia (Plurinational State of),2017,0.437563342763407
CAN,Canada,2017,4.73072380621773
CHE,Switzerland,2017,2.07595192238517
COL,Colombia,2017,0.042036113309016
DEU,Germany,2017,1.75757223548757
ESP,Spain,2017,0.681506521822078
FIN,Finland,2017,0.589135892294176
FRA,France,2017,5.07189265457847
GTM,Guatemala,2017,0.0
HUN,Hungary,2017,0.363854209183209
KNA,Saint Kitts and Nevis,2017,0.0
LTU,Lithuania,2017,0.153261520093735
LVA,Latvia,2017,1.00813621936596
MEX,Mexico,2017,0.534044727493696
MNG,Mongolia,2017,0.129505496213259
NZL,New Zealand,2017,1.72113246318193
OMN,Oman,2017,0.0
PAN,Panama,2017,0.633368996879927
ROU,Romania,2017,0.325433949112103
SLV,El Salvador,2017,1.65723928624395
SVK,Slovakia,2017,1.09321855795048
SVN,Slovenia,2017,0.976079702764209
VEN,Venezuela (Bolivarian Republic of),2017,0.0725167201307173
ALB,Albania,2018,0.0698045681505489
ATG,Antigua and Barbuda,2018,4.62962962962963
AUS,Australia,2018,9.27355085826673
AUT,Austria,2018,2.39168649773388
BHS,Bahamas,2018,2.64847341992076
BOL,Bolivia (Plurinational State of),2018,0.362448161283218
CAN,Canada,2018,5.19040607717156
CHE,Switzerland,2018,2.43911824691336
COL,Colombia,2018,2.78590275424664
DEU,Germany,2018,1.85114575050726
ESP,Spain,2018,0.821228355338075
FIN,Finland,2018,1.2126461353427
FRA,France,2018,5.79741441306893
GTM,Guatemala,2018,0.071756176816548
GUY,Guyana,2018,1.03120689877415
HRV,Croatia,2018,0.722201931786996
HUN,Hungary,2018,0.171189822765037
KNA,Saint Kitts and Nevis,2018,0.0
LTU,Lithuania,2018,0.694095254547866
LVA,Latvia,2018,0.901522728233156
MEX,Mexico,2018,0.613445973887287
MMR,Myanmar,2018,0.0076706757965095
MNG,Mongolia,2018,0.189948555599525
NZL,New Zealand,2018,1.72856116009501
OMN,Oman,2018,0.0
PAN,Panama,2018,0.71874725228915
ROU,Romania,2018,0.284630941196513
SLV,El Salvador,2018,1.28459121011703
SVK,Slovakia,2018,0.677336472160718
SVN,Slovenia,2018,0.193984633507257
VEN,Venezuela (Bolivarian Republic of),2018,0.11501288567161
AUS,Australia,2019,9.90833955602889
AUT,Austria,2019,3.41079071170726
BOL,Bolivia (Plurinational State of),2019,1.70243511211131
CAN,Canada,2019,6.60228734886377
CHE,Switzerland,2019,2.0920359482294
COL,Colombia,2019,2.73677747250208
DEU,Germany,2019,2.14970285932171
ESP,Spain,2019,0.626620347405617
FIN,Finland,2019,1.02719950929212
FRA,France,2019,7.06199214934543
GBR_E_W,United Kingdom (England and Wales),2019,0.0578575505583951
GTM,Guatemala,2019,0.0
GUY,Guyana,2019,2.01818383636565
HND,Honduras,2019,1.01774234216238
HRV,Croatia,2019,0.572891453475094
HUN,Hungary,2019,0.277894695439171
KNA,Saint Kitts and Nevis,2019,0.0
LTU,Lithuania,2019,0.38456775737774
LVA,Latvia,2019,0.905948913540765
MEX,Mexico,2019,2.09530229140265
MNG,Mongolia,2019,0.123809341043354
PAN,Panama,2019,1.36783226414445
ROU,Romania,2019,0.476490589628515
SLV,El Salvador,2019,1.85934683512124
SVK,Slovakia,2019,0.939172607716054
SVN,Slovenia,2019,0.479505457251609
SWE,Sweden,2019,1.39285290419019
AUS,Australia,2020,11.0617442609275
AUT,Austria,2020,2.75684166649484
BOL,Bolivia (Plurinational State of),2020,2.02017974380922
CAN,Canada,2020,6.58073447271614
CHE,Switzerland,2020,2.16929909946096
COL,Colombia,2020,1.54718924189346
CZE,Czechia,2020,0.711451582354847
DEU,Germany,2020,2.54049073610901
ESP,Spain,2020,0.704609007657499
FIN,Finland,2020,1.2815433590057
FRA,France,2020,7.32996731210475
GTM,Guatemala,2020,0.0116090166768168
GUY,Guyana,2020,5.07340584075847
HND,Honduras,2020,0.725689831928274
HRV,Croatia,2020,0.262485172868798
HUN,Hungary,2020,0.556498094475611
KNA,Saint Kitts and Nevis,2020,0.0
LTU,Lithuania,2020,0.0
LVA,Latvia,2020,0.683173660467245
MAR,Morocco,2020,0.0270683347690378
MEX,Mexico,2020,1.8966349987841
MNG,Mongolia,2020,0.0
OMN,Oman,2020,0.106809459045693
PAN,Panama,2020,0.651532042694895
ROU,Romania,2020,0.298017877773183
SLV,El Salvador,2020,1.85630855493298
SVK,Slovakia,2020,0.75063649283114
SVN,Slovenia,2020,0.663585418374017
SWE,Sweden,2020,1.63164391003307
AUS,Australia,2021,9.93838010227603
AUT,Austria,2021,2.49320262303048
BHS,Bahamas,2021,3.15924988876808
BLZ,Belize,2021,0.0
BOL,Bolivia (Plurinational State of),2021,1.61938074880166
CAN,Canada,2021,7.78314901131893
CHE,Switzerland,2021,2.38326154432803
COL,Colombia,2021,1.58269982475556
CZE,Czechia,2021,0.674221219109471
DEU,Germany,2021,2.64524951969541
ESP,Spain,2021,0.882994824967818
FIN,Finland,2021,1.02245213600293
FRA,France,2021,9.01723028103993
GBR_E_W,United Kingdom (England and Wales),2021,0.0822556218890024
GTM,Guatemala,2021,0.0114547215760964
GUY,Guyana,2021,4.27512705929098
HND,Honduras,2021,0.926129767373567
HRV,Croatia,2021,1.32199589652474
HUN,Hungary,2021,0.279313044606723
KNA,Saint Kitts and Nevis,2021,4.44780500822844
LTU,Lithuania,2021,0.0761274281794811
LVA,Latvia,2021,0.573468809604914
MEX,Mexico,2021,2.57664623048999
ROU,Romania,2021,0.461137824336731
SLV,El Salvador,2021,2.0187576229129
SVK,Slovakia,2021,0.489046119306186
SVN,Slovenia,2021,0.377132033453497
SWE,Sweden,2021,2.21289267518217
VAT,Holy See,2021,0.0
AUS,Australia,2022,9.69964820122101
AUT,Austria,2022,3.74380912402152
BHS,Bahamas,2022,2.62821759539116
BLZ,Belize,2022,0.49282204688709
BOL,Bolivia (Plurinational State of),2022,2.29609727060935
CAN,Canada,2022,7.35905942611627
CHE,Switzerland,2022,1.94720820741387
COL,Colombia,2022,1.06134277288724
CZE,Czechia,2022,0.494100957178075
DEU,Germany,2022,2.46196341799392
ESP,Spain,2022,0.79197330794477
FIN,Finland,2022,1.41663202274893
FRA,France,2022,8.24797298824653
GTM,Guatemala,2022,0.0451902364912402
GUY,Guyana,2022,1.49861003918865
HND,Honduras,2022,1.00580787627273
HRV,Croatia,2022,0.955819373502881
HUN,Hungary,2022,0.559725390112451
IRL,Ireland,2022,1.18573700669388
KNA,Saint Kitts and Nevis,2022,4.4612982377872
LTU,Lithuania,2022,0.0754036925188226
LVA,Latvia,2022,1.49325908389704
MAR,Morocco,2022,0.196416539493593
MEX,Mexico,2022,2.60729986431544
ROU,Romania,2022,0.506283789730216
SLV,El Salvador,2022,1.00556412147215
SVK,Slovakia,2022,0.523821140523252
SVN,Slovenia,2022,0.847618850289792
SWE,Sweden,2022,2.02660036084851
VAT,Holy See,2022,0.0
AUT,Austria,2013,11.7245851189907
CAN,Canada,2013,23.506469365961
CHE,Switzerland,2013,12.6252050374812
COL,Colombia,2013,5.60353333860103
CZE,Czechia,2013,5.46156029483074
DEU,Germany,2013,14.3677735193831
FIN,Finland,2013,6.68976987734036
HUN,Hungary,2013,3.45449141780819
MMR,Myanmar,2013,0.0993459480036422
SVK,Slovakia,2013,0.468591399833902
SVN,Slovenia,2013,10.5978487330513
AUS,Australia,2014,48.9648682757832
AUT,Austria,2014,12.0154800579077
CAN,Canada,2014,23.2746989100314
CHE,Switzerland,2014,13.7391095221929
COL,Colombia,2014,5.55248795111177
CZE,Czechia,2014,5.46104600351489
DEU,Germany,2014,14.026113491933
FIN,Finland,2014,7.20617756778176
HUN,Hungary,2014,4.62709532155167
MMR,Myanmar,2014,0.126085057965143
SVK,Slovakia,2014,0.576368564642346
SVN,Slovenia,2014,6.26021197077733
AUS,Australia,2015,53.8923516658021
AUT,Austria,2015,12.0490375405804
BOL,Bolivia (Plurinational State of),2015,22.2007941954349
CAN,Canada,2015,25.4074944163514
CHE,Switzerland,2015,14.048499098256
COL,Colombia,2015,6.56886981015861
CZE,Czechia,2015,5.29181706506289
DEU,Germany,2015,13.4322867519201
FIN,Finland,2015,8.30076809055383
LTU,Lithuania,2015,1.21205973923492
MMR,Myanmar,2015,0.117235738384776
NZL,New Zealand,2015,25.1046346656579
ROU,Romania,2015,2.31824541939543
SVK,Slovakia,2015,0.0360032957416922
SVN,Slovenia,2015,5.77710485204594
VEN,Venezuela (Bolivarian Republic of),2015,0.0
AUS,Australia,2016,56.6419984589493
AUT,Austria,2016,11.9689926596553
BOL,Bolivia (Plurinational State of),2016,19.1976101949585
CAN,Canada,2016,28.0175060014802
CHE,Switzerland,2016,14.9290473954668
COL,Colombia,2016,7.47015118093627
CZE,Czechia,2016,5.14115700897207
DEU,Germany,2016,13.2281088366809
ESP,Spain,2016,4.63247491678022
FIN,Finland,2016,9.36008908222713
FRA,France,2016,23.849341121756
GUY,Guyana,2016,1.28216634826202
HRV,Croatia,2016,11.2390020419075
HUN,Hungary,2016,3.70339833577075
LTU,Lithuania,2016,1.80880889933978
LVA,Latvia,2016,0.471774442751823
MMR,Myanmar,2016,0.155045715713796
MNG,Mongolia,2016,1.11037340224615
NZL,New Zealand,2016,22.3768487614163
ROU,Romania,2016,2.584958225998
SVK,Slovakia,2016,0.0
SVN,Slovenia,2016,5.77712432082682
VEN,Venezuela (Bolivarian Republic of),2016,0.839508889882523
AUS,Australia,2017,59.8392318234922
AUT,Austria,2017,12.4086538622774
AZE,Azerbaijan,2017,0.0391051222919825
BHS,Bahamas,2017,18.2714244797582
BOL,Bolivia (Plurinational State of),2017,12.1290064567869
CAN,Canada,2017,40.7928721560284
CHE,Switzerland,2017,14.1691588786143
COL,Colombia,2017,7.64932754728667
DEU,Germany,2017,13.6330655997595
ESP,Spain,2017,4.67870150381649
FIN,Finland,2017,7.1260931749216
FRA,France,2017,26.4525148186712
GTM,Guatemala,2017,0.371525383752764
HUN,Hungary,2017,3.98951500698116
KGZ,Kyrgyzstan,2017,0.3191267670448
KNA,Saint Kitts and Nevis,2017,4.12881915772089
LTU,Lithuania,2017,2.2304537628575
LVA,Latvia,2017,4.76255110812658
MEX,Mexico,2017,4.34805054434962
MNG,Mongolia,2017,1.28202827128744
NZL,New Zealand,2017,23.6567200101703
OMN,Oman,2017,0.0
PAN,Panama,2017,5.27809964954396
ROU,Romania,2017,3.069760604916
SLV,El Salvador,2017,28.0642800974819
SVK,Slovakia,2017,0.0359326664949085
SVN,Slovenia,2017,5.87723232458509
VEN,Venezuela (Bolivarian Republic of),2017,0.649502143616875
ALB,Albania,2018,0.0684153633539948
AUS,Australia,2018,60.4149817775139
AUT,Austria,2018,14.1322954219486
BHS,Bahamas,2018,19.124256176767
BOL,Bolivia (Plurinational State of),2018,10.8672141922667
CAN,Canada,2018,48.769770686764
CHE,Switzerland,2018,17.3983645537319
COL,Colombia,2018,23.7181707019048
DEU,Germany,2018,15.5006028933669
ESP,Spain,2018,5.83134262761134
FIN,Finland,2018,9.01798766468116
FRA,France,2018,30.8623118093537
GTM,Guatemala,2018,0.294671091369196
GUY,Guyana,2018,17.0935724451612
HRV,Croatia,2018,9.49024900879622
HUN,Hungary,2018,1.86230015436508
KGZ,Kyrgyzstan,2018,0.531392479608595
KNA,Saint Kitts and Nevis,2018,4.12362631698316
LTU,Lithuania,2018,2.12507952446033
LVA,Latvia,2018,5.38357749299294
MEX,Mexico,2018,3.5772006032471
MMR,Myanmar,2018,0.301539095622036
MNG,Mongolia,2018,1.00734670544112
NZL,New Zealand,2018,20.0721910921154
OMN,Oman,2018,0.0
PAN,Panama,2018,11.6296057083103
ROU,Romania,2018,3.0755829960411
SLV,El Salvador,2018,27.0720379879252
SVK,Slovakia,2018,0.0717935905554096
SVN,Slovenia,2018,5.68142971734406
VEN,Venezuela (Bolivarian Republic of),2018,0.505768438778344
AUS,Australia,2019,59.905890883562
AUT,Austria,2019,19.6791609763124
AZE,Azerbaijan,2019,0.0387014801961623
BOL,Bolivia (Plurinational State of),2019,38.0339861696007
CAN,Canada,2019,55.5616583750997
CHE,Switzerland,2019,16.9315302333058
COL,Colombia,2019,23.2966793893236
DEU,Germany,2019,15.9866961939038
ESP,Spain,2019,5.85444082642579
FIN,Finland,2019,10.9088268862166
FRA,France,2019,38.1478269744255
GBR_E_W,United Kingdom (England and Wales),2019,0.419198896934661
GTM,Guatemala,2019,0.139309348365431
GUY,Guyana,2019,42.3080757363186
HND,Honduras,2019,10.967975538779
HRV,Croatia,2019,13.9866908650938
HUN,Hungary,2019,2.23866726246636
KGZ,Kyrgyzstan,2019,1.43374358228155
KNA,Saint Kitts and Nevis,2019,0.0
LTU,Lithuania,2019,2.54198115321658
LVA,Latvia,2019,4.75169485197501
MEX,Mexico,2019,10.0281063385289
MNG,Mongolia,2019,0.927800713355042
PAN,Panama,2019,19.1056521281639
ROU,Romania,2019,3.40044945589826
SLV,El Salvador,2019,32.9933971849004
SVK,Slovakia,2019,0.0
SVN,Slovenia,2019,4.70837615313177
SWE,Sweden,2019,43.8757986124328
AUS,Australia,2020,67.2550124567879
AUT,Austria,2020,19.2837030976048
BOL,Bolivia (Plurinational State of),2020,36.3498118012319
CAN,Canada,2020,56.9206115740434
CHE,Switzerland,2020,16.9519459421279
COL,Colombia,2020,15.0330463521792
CZE,Czechia,2020,5.98187361441347
DEU,Germany,2020,17.1951687197395
ESP,Spain,2020,6.31021533805619
FIN,Finland,2020,10.5055153955827
FRA,France,2020,44.2505044688463
GTM,Guatemala,2020,0.12581016744018
GUY,Guyana,2020,42.3453005185485
HND,Honduras,2020,8.62370541103657
HRV,Croatia,2020,12.5421620393653
HUN,Hungary,2020,3.03305856580053
KGZ,Kyrgyzstan,2020,0.921048604923332
KNA,Saint Kitts and Nevis,2020,8.23689304394382
LTU,Lithuania,2020,1.61437873325082
LVA,Latvia,2020,5.08373746602084
MAR,Morocco,2020,0.0772949420398356
MEX,Mexico,2020,11.5601385246197
MMR,Myanmar,2020,0.0112844220716149
MNG,Mongolia,2020,0.851138595457169
OMN,Oman,2020,0.350108081282259
PAN,Panama,2020,9.79258603311433
ROU,Romania,2020,4.39129125919477
SLV,El Salvador,2020,23.1982111397871
SVK,Slovakia,2020,0.0
SVN,Slovenia,2020,5.15491473389185
SWE,Sweden,2020,43.4662887924721
AUS,Australia,2021,76.9515766355651
AUT,Austria,2021,19.4289406254868
BHS,Bahamas,2021,8.23425984902242
BLZ,Belize,2021,9.67196758363707
BOL,Bolivia (Plurinational State of),2021,46.8775050271837
CAN,Canada,2021,68.9711150572317
CHE,Switzerland,2021,15.4838474282333
COL,Colombia,2021,16.6352153308231
CZE,Czechia,2021,5.76832172552228
DEU,Germany,2021,18.656025668577
ESP,Spain,2021,7.68954728922361
FIN,Finland,2021,12.5242612960541
FRA,France,2021,57.0873959510072
GBR_E_W,United Kingdom (England and Wales),2021,0.598286625447129
GTM,Guatemala,2021,0.146584149562739
GUY,Guyana,2021,87.8341346901753
HND,Honduras,2021,11.2590176164464
HRV,Croatia,2021,7.67138916072052
HUN,Hungary,2021,2.82968081892942
KNA,Saint Kitts and Nevis,2021,32.9489291598023
LTU,Lithuania,2021,2.1608474033198
LVA,Latvia,2021,5.8202624050508
MEX,Mexico,2021,16.0670997169573
ROU,Romania,2021,5.00836406876675
SLV,El Salvador,2021,22.8099376411631
SVK,Slovakia,2021,0.0
SVN,Slovenia,2021,6.8385322800094
SWE,Sweden,2021,51.5836110615053
VAT,Holy See,2021,0.0
AUS,Australia,2022,78.6484585864201
AUT,Austria,2022,18.310246602966
BHS,Bahamas,2022,13.5072879054297
BLZ,Belize,2022,20.0180162145931
BOL,Bolivia (Plurinational State of),2022,58.8371673921563
CAN,Canada,2022,68.4122320374836
CHE,Switzerland,2022,18.2518108371482
COL,Colombia,2022,11.1470463322917
CZE,Czechia,2022,6.54207101455047
DEU,Germany,2022,19.0606411067188
ESP,Spain,2022,8.04757311136985
FIN,Finland,2022,11.3269565053747
FRA,France,2022,61.2990004676903
GTM,Guatemala,2022,0.233426509415008
GUY,Guyana,2022,42.9657271177831
HND,Honduras,2022,11.6854905095336
HRV,Croatia,2022,13.439890583479
HUN,Hungary,2022,4.10781893567602
IRL,Ireland,2022,11.5506405469732
KNA,Saint Kitts and Nevis,2022,8.2323159562864
LTU,Lithuania,2022,1.87828133233203
LVA,Latvia,2022,6.72944846232103
MAR,Morocco,2022,0.53537977475275
MEX,Mexico,2022,22.5353955684608
MMR,Myanmar,2022,0.114910741876538
ROU,Romania,2022,6.62724618747427
SLV,El Salvador,2022,14.9533549353199
SVK,Slovakia,2022,0.0
SVN,Slovenia,2022,6.36017580665066
SWE,Sweden,2022,43.6288780158078
VAT,Holy See,2022,0.0
AUT,Austria,2013,3.91294754488507
CAN,Canada,2013,5.12495710990813
CHE,Switzerland,2013,3.7785716948946
COL,Colombia,2013,11.0307893732319
CZE,Czechia,2013,0.968109504802307
MMR,Myanmar,2013,0.0637499268868026
AUT,Austria,2014,3.68557365954011
CAN,Canada,2014,4.18108275050181
CHE,Switzerland,2014,3.5319338066207
COL,Colombia,2014,10.9352595719241
CZE,Czechia,2014,0.967068512645726
DEU,Germany,2014,5.58549717393254
MMR,Myanmar,2014,0.122520244593093
ATG,Antigua and Barbuda,2015,35.3415168579035
AUT,Austria,2015,3.32778898513647
BOL,Bolivia (Plurinational State of),2015,0.0360299563866385
CAN,Canada,2015,4.51292365386145
CHE,Switzerland,2015,3.70873408096044
COL,Colombia,2015,11.3127613330765
CZE,Czechia,2015,0.81135322707053
DEU,Germany,2015,5.29678754538128
LTU,Lithuania,2015,0.448368666652468
MMR,Myanmar,2015,0.0470595820191455
NZL,New Zealand,2015,4.62182062758162
SVK,Slovakia,2015,0.529750304086134
VEN,Venezuela (Bolivarian Republic of),2015,0.184267849376696
ATG,Antigua and Barbuda,2016,28.0895588768858
AUT,Austria,2016,5.40402418114475
BOL,Bolivia (Plurinational State of),2016,0.0532627519017466
CAN,Canada,2016,4.68039799686729
CHE,Switzerland,2016,3.59188345230141
COL,Colombia,2016,11.4761125208311
CZE,Czechia,2016,0.752466135406281
DEU,Germany,2016,5.99875764504935
ESP,Spain,2016,0.656882610444534
GUY,Guyana,2016,10.4394471911195
HRV,Croatia,2016,0.15059295977913
HUN,Hungary,2016,1.43159058902261
LTU,Lithuania,2016,0.302771227196123
LVA,Latvia,2016,0.666641112090703
MMR,Myanmar,2016,0.038915270307316
MNG,Mongolia,2016,0.0
NZL,New Zealand,2016,4.55253127180974
SVK,Slovakia,2016,0.453265152181886
VEN,Venezuela (Bolivarian Republic of),2016,0.0
ATG,Antigua and Barbuda,2017,23.2723210649414
AUT,Austria,2017,4.53064746072813
BHS,Bahamas,2017,3.19177797992372
BOL,Bolivia (Plurinational State of),2017,0.157522803394826
CAN,Canada,2017,7.90096580135669
CHE,Switzerland,2017,4.05645777937332
COL,Colombia,2017,12.3670245355125
DEU,Germany,2017,5.58961599996256
ESP,Spain,2017,0.564304763292166
HUN,Hungary,2017,1.69085191326315
